Offer Accepted,Reward_Air Miles,Reward_Cash Back,Reward_Points,Mailer Type_Letter,Mailer Type_Postcard,Income Level_High,Income Level_Low,Income Level_Medium,Overdraft Protection_No,Overdraft Protection_Yes,Credit Rating_High,Credit Rating_Low,Credit Rating_Medium,Own Your Home_No,Own Your Home_Yes,PC1,PC2
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.17031934682718555,1.9631009364722463
1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0.09823432595842245,-1.5199791961373215
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.9613439494714398,0.9211535749687098
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1.1206130790673676,0.7660522109952642
1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0.368535051439543,1.1621441957751013
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.18707052198286647,1.6344665486695775
1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,-0.11306447004713477,-1.987087769616888
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1.1351948499383249,0.8608845873365092
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.0454887293608726,0.43094357345280476
1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,-3.3212986605415633,0.2239383879390273
1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.342376241389311,0.6788352581045523
1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1.17354251497057,-2.7510148492391706
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.4026304182109557,-1.7745691380992892
1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.03165330782638979,0.26588200756993574
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.8541973497784268,2.2481544120188808
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0.1776417506050549,-2.137727831094096
1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-0.03654191380657189,-1.0495367437337992
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.19525511661898654,-1.7352044496030654
1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,-3.945170308158875,0.5657714532895147
1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1.9461068930097212,1.2876006249580032
1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-1.3901172866567488,0.24707394849699216
1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,-3.4678788697458707,0.4876621626366571
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1.4182575523051357,1.7366449310671375
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0.026135744870081492,-1.2560774233389067
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,-3.253404781412362,0.8631331426685476
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0.22825909217698287,-0.9513049971161335
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1.8669003274072564,0.8059979650561573
1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,2.870031323726824,-0.10171480467120375
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.7749891675521042,1.015804774733267
1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0.03277854900187823,-2.174704168861873
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,-0.6047488944773401,0.5280179266752024
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.026384233759989575,0.3565736333988343
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-0.40906698870961855,0.6478073257252532
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1.6618853613993767,1.8411140163856536
1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,2.4542191360139696,1.095804669276677
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,-3.2021182904137846,0.32069411286600064
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1.1552470157926908,0.14898548302246678
1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2.2212950220402083,0.8745330860429091
1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2.484231003924424,0.503387911049757
1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.0726795178300002,0.7850004776448714
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.7921882149878133,-1.8339571351437511
1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-0.9925333457006454,0.28473388882184275
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,-3.3993109914574786,0.5293121557924008
1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0.8282444548380768,1.0063595637252247
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0.054520236245679206,-1.3034024822113803
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0.15431451045311131,0.46199281624797406
1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,-0.9359502392012914,-0.13159289355178172
1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,-3.6616251607790353,0.07797074330845638
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,3.764148816908386,-0.5102341559765813
1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0.33426160837018587,1.7359005296495513
1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.728554663654491,-1.7938878947283172
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.5121328386831272,0.10253630391494475
1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,-0.16039564883947727,-1.8992630798269785
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0.4815828791035416,-1.8228799545332564
1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,-0.38691559702376177,0.17585963557749473
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1.6167554272509275,1.0893843206716272
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1.06545037215454,-1.5163365456343592
1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,-2.9082479741126064,0.5979576782362634
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.8245023951702637,0.5906012932634743
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.5174277002837615,-0.246270812650641
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1.2337968726179511,1.131317739204724
1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,-0.05495243692840703,1.243653363287578
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1.6581143905059934,1.3706100904969518
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0.9148952776176911,-2.1159983831075087
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1.090551837590218,-1.8624816299383358
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1.885401017880078,1.510848171530551
1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0.5850837333171195,-1.5207681302392893
1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,3.544937412532684,-0.1877326782838654
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.2763656575904568,-1.5788012493056403
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-1.1933394063750307,0.40120126763069647
1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0.9901313554280465,-1.478657367089052
1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,-0.0511682936499935,-0.9204217887973616
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2.2961944501207068,1.106124129225726
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.1987631916539776,0.411510742055517
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.6202421280638881,0.582266615181806
1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0.9081696316838377,0.737049219140946
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-3.670728271548957,0.549702514568399
1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,-3.042301277783575,0.8341254448585508
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0.5596009622080893,0.6443829110284347
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.2562415833046956,1.9555868917248722
1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,2.634508048909117,0.6484775018562626
1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.3223747646009642,-1.515341934321539
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1.2306793767446482,0.7913666137060251
1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1.5459481790395928,0.7146662705591305
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0.8353777595705297,0.28674778595677314
1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,-1.1127772727793477,0.45279327332124314
1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.21118368529418843,-2.5127241434545464
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,-3.5301222376861747,0.6133028006134804
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0.17514667465393802,-0.055725664602981194
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0.22763889243920832,1.8740874783989787
1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0.9846209393559726,1.2163156165303621
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,-0.21946034450481272,2.227583421818392
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,-0.46824380009779926,-1.096083891750223
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1.2060399042669991,2.245917060429906
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0.028337079572233102,-1.9130617504411398
1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-2.8197970670607098,0.6064544488737155
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1.327245499338957,-1.2607119103247415
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.18451863159115348,1.170592608698236
1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,-3.2184733457068258,0.3947940241640725
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0.7300228926914193,1.4613573834525806
1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,-0.5642264483466717,0.346554060478735
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1.7598478012440704,0.5291307263767712
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.027925974221853733,-1.7177304020629334
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.1206347010064939,1.5240461778290442
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.3931499662811089,1.0867266634192037
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3.7345389011897456,-0.5961819804907955
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-3.6562290866238496,0.6953741458603055
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.21043792494382366,-1.459626951548848
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,-0.047699337394633355,-2.002889683113482
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.9430134098435237,-0.10019167545880743
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.7062816162246,1.3195495101838812
1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1.9350569109669773,1.971423424004443
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2.5057520053828557,1.0436875923567264
1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1.0864599348043535,2.3841337447312947
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,-0.1503954483568485,-1.9163123775991577
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-0.26394298561023366,-1.7443142357488577
1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,-3.2714394358417507,0.3595274388758031
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-3.866847332173769,0.6555442207926196
1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,-3.169052784969461,0.5123153140956406
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1.1590429261905275,0.7791854145696833
1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,-0.1129815609752023,-2.268532006405218
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-0.038389631997179825,-1.6478006121481583
1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1.7831791786384916,1.3222657957306978
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,-3.5026125114616686,-0.35750481312429255
1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1.0275586149458602,-1.2358191193898609
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.657628805017434,-1.2936825541276287
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.644253389908494,1.3550653232617305
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1.8362824093600052,1.0456890441191011
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-3.5394066550163097,-0.051200125855696735
1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0661624486316503,1.7346333667312186
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,-0.5822203693072051,-0.2533377822137177
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,2.1044923483245115,2.185465240957174
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.39818930678673164,0.510273778687786
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.8684735189591287,0.21076992696084873
1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2.28500283842149,-1.676724744561361
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.3840139831676333,-1.6633713391253702
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-3.3286789980195026,0.327752335794051
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,-2.8601992319476666,0.49469461308690565
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,-4.045045641101991,0.44148593117602464
1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,-3.18017118913733,0.9074049601958843
1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,-0.7358731446544235,-1.7734777797700259
1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3.180962678286826,-0.5810279750827553
1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.1822441760494266,-1.2696268893282818
1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.6253206197750534,1.166331165328194
1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.729517228836676,-1.7477278697668805
1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1.5961444051319231,1.1574583508963605
1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0.32457438318597936,-1.1993807618441195
1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,-0.24497281552004582,-2.0499430328842934
1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1.2672650788919708,-0.8317771465780753
1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,-1.5767569289121202,0.08469354937816312
1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.8411957278105319,0.8446250480088756
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.5089380149069772,1.173108327492975
1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0.47841117394163934,-1.8019617720352503
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.4887277303183829,0.34431744106995804
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0.26728539184354155,1.241339799850068
1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-3.869261838610959,0.5761180897571394
1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,-2.629204915594607,0.7504567409397992
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.0671325528048902,-1.3256553363968666
1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2.4206594860821387,1.0088499470356709
1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,-3.074351458223425,-0.08164972120321608
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-3.139664235890327,0.2768048632569151
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,-0.7093120411201794,0.19172429784589382
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.5608407188601446,-1.5353196081471403
